business_id,score,date,type
2649,87,05/13/2015,routine
2649,98,03/19/2014,routine
2649,98,09/23/2013,routine
2652,92,07/27/2015,routine
2652,96,01/22/2014,routine
2652,91,07/29/2013,routine
2653,90,12/07/2015,routine
2653,90,05/07/2014,routine
2653,90,09/16/2013,routine
2659,80,12/10/2015,routine
2659,83,08/25/2014,routine
2659,94,01/29/2014,routine
2659,89,06/12/2013,routine
2664,79,11/10/2015,routine
2664,90,11/06/2014,routine
2664,88,03/26/2014,routine
2664,88,08/01/2013,routine
2667,98,04/19/2016,routine
2667,100,07/13/2015,routine
2667,100,10/21/2014,routine
2667,98,04/14/2014,routine
2667,84,08/29/2013,routine
2667,96,06/06/2013,routine
2676,93,03/02/2015,routine
2676,98,04/21/2014,routine
2676,96,09/03/2013,routine
2684,72,02/04/2016,routine
2684,88,01/13/2015,routine
2684,90,05/09/2014,routine
2684,92,10/07/2013,routine
2684,79,08/12/2013,routine
2689,96,09/30/2015,routine
2689,85,07/14/2015,routine
2689,92,05/28/2014,routine
2689,100,11/21/2013,routine
2690,94,12/07/2015,routine
2690,96,08/27/2014,routine
2690,92,02/03/2014,routine
2690,87,05/29/2013,routine
2692,86,03/30/2016,routine
2692,96,06/11/2015,routine
2692,98,10/02/2014,routine
2692,100,04/02/2014,routine
2692,100,09/17/2013,routine
2697,79,04/28/2014,routine
2697,70,09/16/2013,routine
2700,78,10/21/2014,routine
2700,80,02/27/2014,routine
2700,72,06/06/2013,routine
2702,85,06/01/2015,routine
2702,91,04/07/2014,routine
2702,89,10/11/2013,routine
2706,96,11/06/2014,routine
2706,89,11/06/2013,routine
2709,84,02/17/2016,routine
2709,92,08/05/2015,routine
2709,92,06/04/2014,routine
2709,72,07/24/2013,routine
2714,94,10/26/2015,routine
2714,87,08/27/2014,routine
2714,98,02/24/2014,routine
2714,85,08/05/2013,routine
2716,57,04/19/2016,routine
2716,57,03/23/2016,routine
2716,90,04/09/2014,routine
2717,90,06/10/2014,routine
2717,83,06/13/2013,routine
2721,79,09/16/2015,routine
2721,77,04/22/2015,routine
2721,87,01/21/2014,routine
2721,98,07/29/2013,routine
2724,92,05/07/2015,routine
2724,90,07/24/2014,routine
2724,92,11/01/2013,routine
2725,92,05/18/2015,routine
2725,91,04/22/2014,routine
2725,81,09/09/2013,routine
2731,96,06/25/2014,routine
2731,96,01/23/2014,routine
2731,100,05/09/2013,routine
2732,84,07/01/2015,routine
2732,86,07/30/2014,routine
2732,86,01/21/2014,routine
2732,76,07/01/2013,routine
2733,98,05/27/2015,routine
2733,98,03/25/2014,routine
2737,83,06/22/2015,routine
2737,100,04/02/2014,routine
2737,80,09/09/2013,routine
2739,90,03/26/2015,routine
2739,90,06/03/2014,routine
2739,91,09/20/2013,routine
2739,90,05/22/2013,routine
2743,83,10/28/2014,routine
2743,92,05/02/2014,routine
2743,90,10/29/2013,routine
2749,92,01/04/2016,routine
2749,90,08/27/2014,routine
2749,90,01/30/2014,routine
2749,91,05/08/2013,routine
2750,85,01/14/2015,routine
2750,96,03/12/2014,routine
2750,96,06/18/2013,routine
2755,86,02/23/2016,routine
2755,92,12/12/2013,routine
2756,98,03/31/2016,routine
2756,100,06/01/2015,routine
2756,100,06/12/2014,routine
2756,100,09/09/2013,routine
2758,80,01/29/2014,routine
2759,88,11/12/2015,routine
2759,84,04/22/2014,routine
2759,84,11/18/2013,routine
2764,88,12/16/2015,routine
2764,88,04/28/2014,routine
2764,83,11/14/2013,routine
2764,79,05/21/2013,routine
2766,92,10/08/2014,routine
2766,90,12/19/2013,routine
2767,96,03/03/2016,routine
2767,83,10/21/2014,routine
2767,84,02/25/2014,routine
2767,82,06/11/2013,routine
2768,92,03/15/2016,routine
2768,100,03/16/2015,routine
2768,100,07/16/2014,routine
2768,100,09/13/2013,routine
2773,90,11/07/2014,routine
2773,92,04/25/2014,routine
2773,94,10/18/2013,routine
2777,94,10/06/2014,routine
2777,100,03/07/2014,routine
2777,96,08/23/2013,routine
2778,94,03/27/2015,routine
2778,100,05/21/2014,routine
2778,91,10/08/2013,routine
2780,92,04/20/2016,routine
2780,94,12/15/2014,routine
2780,96,06/11/2014,routine
2780,96,12/10/2013,routine
2785,90,01/22/2015,routine
2785,79,06/02/2014,routine
2785,77,09/26/2013,routine
2788,86,02/25/2015,routine
2788,88,05/20/2014,routine
2788,73,05/08/2013,routine
2797,81,02/03/2016,routine
2797,88,06/16/2015,routine
2797,86,09/17/2014,routine
2797,93,02/04/2014,routine
2797,89,08/26/2013,routine
2798,84,06/10/2014,routine
2798,77,07/17/2013,routine
2799,100,04/19/2016,routine
2799,96,10/14/2014,routine
2799,90,02/20/2014,routine
2799,88,07/09/2013,routine
2805,100,09/16/2015,routine
2805,100,08/20/2014,routine
2805,96,02/11/2014,routine
2805,100,07/12/2013,routine
2807,74,02/10/2016,routine
2807,88,10/21/2014,routine
2808,83,04/22/2015,routine
2808,92,07/15/2014,routine
2808,80,01/22/2014,routine
2808,90,07/23/2013,routine
2809,90,03/28/2014,routine
2809,92,10/02/2013,routine
2810,98,02/09/2016,routine
2810,96,05/11/2015,routine
2810,100,07/01/2014,routine
2810,100,12/03/2013,routine
2810,100,04/25/2013,routine
2818,100,10/16/2015,routine
2818,100,12/05/2014,routine
2818,100,06/03/2014,routine
2818,100,06/18/2013,routine
2821,81,04/15/2014,routine
2821,90,05/30/2013,routine
2823,100,09/29/2015,routine
2823,94,09/18/2014,routine
2823,90,05/16/2014,routine
2823,74,08/23/2013,routine
2826,85,07/01/2015,routine
2826,90,04/07/2014,routine
2829,92,08/12/2014,routine
2829,92,02/18/2014,routine
2829,88,06/26/2013,routine
2833,81,08/18/2015,routine
2833,77,09/09/2014,routine
2833,88,12/03/2013,routine
2836,91,03/30/2016,routine
2836,90,11/24/2014,routine
2836,94,01/22/2014,routine
2837,96,08/17/2015,routine
2837,96,10/23/2014,routine
2837,98,05/15/2014,routine
2837,98,12/16/2013,routine
2837,94,05/29/2013,routine
2840,92,01/02/2015,routine
2840,96,03/25/2014,routine
2840,96,08/02/2013,routine
2841,94,01/02/2015,routine
2841,90,03/25/2014,routine
2841,92,08/02/2013,routine
2842,96,11/14/2014,routine
2842,100,01/29/2014,routine
2842,94,05/13/2013,routine
2843,94,02/25/2016,routine
2843,100,01/08/2015,routine
2843,92,12/27/2013,routine
2849,80,10/01/2015,routine
2849,98,03/12/2014,routine
2854,100,05/23/2014,routine
2858,96,09/10/2014,routine
2861,93,04/10/2016,routine
2861,100,08/30/2015,routine
2861,94,09/14/2014,routine
2861,88,04/08/2014,routine
2861,96,08/24/2013,routine
2862,100,01/27/2016,routine
2862,79,07/17/2015,routine
2862,88,07/21/2014,routine
2862,92,08/08/2013,routine
2863,92,02/03/2016,routine
2863,83,10/28/2015,routine
2863,85,10/14/2014,routine
2863,89,02/20/2014,routine
2863,85,07/29/2013,routine
2866,96,08/26/2015,routine
2866,96,02/10/2014,routine
2866,96,07/30/2013,routine
2869,96,04/14/2015,routine
2869,100,03/26/2014,routine
2869,82,08/09/2013,routine
2870,84,12/16/2015,routine
2870,84,08/13/2014,routine
2870,80,02/20/2014,routine
2870,90,08/22/2013,routine
2871,100,03/09/2015,routine
2871,100,05/19/2014,routine
2871,100,10/15/2013,routine
2880,89,09/03/2015,routine
2880,90,03/18/2014,routine
2880,90,05/07/2013,routine
2883,77,02/23/2015,routine
2883,90,05/09/2014,routine
2884,100,10/26/2015,routine
2884,98,09/15/2014,routine
2884,100,02/28/2014,routine
2885,100,06/03/2014,routine
2885,92,11/22/2013,routine
2893,100,03/26/2014,routine
2893,100,09/26/2013,routine
2896,88,10/14/2015,routine
2896,100,04/01/2014,routine
2898,81,08/18/2015,routine
2898,76,05/21/2014,routine
2898,72,07/12/2013,routine
2899,90,02/12/2015,routine
2899,93,06/19/2014,routine
2899,85,11/18/2013,routine
2902,87,12/23/2015,routine
2902,71,11/05/2014,routine
2902,90,03/26/2014,routine
2902,81,09/11/2013,routine
2905,71,01/13/2016,routine
2905,92,03/15/2014,routine
2907,91,05/04/2015,routine
2907,90,03/05/2014,routine
2907,81,12/04/2013,routine
2917,89,03/11/2016,routine
2917,87,11/24/2014,routine
2917,87,06/12/2014,routine
2917,90,11/18/2013,routine
2919,79,03/11/2016,routine
2919,100,11/24/2014,routine
2919,92,06/12/2014,routine
2919,93,11/18/2013,routine
2920,100,02/09/2015,routine
2920,98,12/18/2013,routine
2920,96,05/06/2013,routine
2922,93,03/27/2015,routine
2922,92,01/14/2014,routine
2922,98,06/14/2013,routine
2924,100,11/13/2015,routine
2924,94,02/25/2015,routine
2924,90,10/08/2013,routine
2925,100,11/13/2015,routine
2925,100,01/08/2015,routine
2925,94,10/08/2013,routine
2926,88,03/22/2016,routine
2926,89,02/03/2015,routine
2926,94,11/25/2013,routine
2927,94,03/11/2015,routine
2927,92,06/04/2014,routine
2927,90,09/11/2013,routine
2928,96,11/03/2015,routine
2928,94,07/16/2014,routine
2928,98,07/15/2013,routine
2929,98,02/12/2015,routine
2929,100,03/13/2014,routine
2929,100,10/25/2013,routine
2932,90,02/16/2016,routine
2932,75,08/29/2014,routine
2933,86,02/11/2016,routine
2933,85,04/21/2014,routine
2933,83,12/03/2013,routine
2934,92,03/07/2016,routine
2934,90,08/19/2014,routine
2934,89,12/03/2013,routine
2941,72,09/09/2014,routine
2941,80,02/11/2014,routine
2942,78,01/21/2015,routine
2942,94,03/27/2014,routine
2943,88,06/04/2014,routine
2943,90,10/02/2013,routine
2944,76,07/08/2015,routine
2944,68,04/10/2014,routine
2945,75,09/21/2015,routine
2945,82,09/02/2014,routine
2945,73,02/28/2014,routine
2945,85,06/04/2013,routine
2949,100,03/07/2016,routine
2949,100,10/28/2014,routine
2949,96,03/14/2014,routine
2950,76,08/11/2015,routine
2950,92,04/02/2014,routine
2951,94,02/06/2014,routine
2951,86,08/05/2013,routine
2952,90,02/09/2016,routine
2952,96,04/21/2015,routine
2952,94,03/18/2014,routine
2952,96,05/06/2013,routine
2955,88,08/04/2014,routine
2955,90,04/24/2013,routine
2957,100,11/12/2015,routine
2957,100,02/20/2015,routine
2957,100,09/29/2014,routine
2957,100,04/29/2014,routine
2957,98,01/29/2014,routine
2967,96,06/26/2014,routine
2969,74,07/31/2014,routine
2969,85,03/21/2014,routine
2969,86,03/20/2014,routine
2970,96,06/03/2015,routine
2970,98,06/09/2014,routine
2970,100,11/12/2013,routine
2971,96,09/14/2015,routine
2971,94,06/13/2014,routine
2971,100,02/18/2014,routine
2972,98,04/27/2015,routine
2972,100,07/22/2013,routine
2973,96,02/24/2016,routine
2973,100,06/10/2014,routine
2973,100,11/07/2013,routine
2973,80,06/18/2013,routine
2974,98,01/29/2015,routine
2974,96,07/02/2014,routine
2974,88,12/11/2013,routine
2978,94,11/05/2015,routine
2978,96,10/02/2014,routine
2978,96,10/03/2013,routine
2980,91,06/08/2015,routine
2980,98,04/17/2014,routine
2980,96,10/17/2013,routine
2980,94,04/25/2013,routine
2984,96,09/29/2015,routine
2984,98,05/07/2014,routine
2984,89,09/16/2013,routine
2987,94,09/15/2014,routine
2987,96,05/29/2013,routine
2995,71,11/13/2015,routine
2995,94,06/24/2014,routine
2995,90,11/04/2013,routine
2996,90,05/29/2014,routine
2996,85,11/13/2013,routine
3006,86,10/23/2014,routine
3006,85,04/24/2014,routine
3006,89,08/30/2013,routine
3014,74,04/28/2015,routine
3014,94,04/03/2014,routine
3016,82,02/11/2015,routine
3016,64,12/18/2013,routine
3019,88,03/11/2015,routine
3019,86,05/01/2014,routine
3019,82,09/13/2013,routine
3021,90,11/06/2014,routine
3021,70,02/05/2014,routine
3025,82,05/14/2014,routine
3025,84,02/04/2014,routine
3025,90,07/15/2013,routine
3029,66,03/14/2016,routine
3029,81,07/14/2014,routine
3029,94,02/18/2014,routine
3029,85,08/19/2013,routine
3031,94,03/29/2016,routine
3031,86,11/25/2014,routine
3031,70,04/10/2014,routine
3031,91,08/20/2013,routine
3032,100,04/29/2015,routine
3032,78,08/27/2013,routine
3038,82,04/14/2015,routine
3038,84,06/11/2013,routine
3043,89,11/13/2014,routine
3043,86,11/06/2013,routine
3046,96,10/17/2014,routine
3046,92,04/09/2014,routine
3046,94,10/03/2013,routine
3046,90,04/22/2013,routine
3048,84,03/02/2015,routine
3048,96,03/14/2014,routine
3048,79,09/19/2013,routine
3050,96,06/13/2014,routine
3050,96,12/18/2013,routine
3050,96,06/19/2013,routine
3053,86,06/17/2015,routine
3053,96,05/21/2014,routine
3054,94,05/11/2015,routine
3054,80,04/22/2014,routine
3055,98,09/03/2014,routine
3055,94,10/29/2013,routine
3056,94,02/29/2016,routine
3056,91,01/09/2015,routine
3056,90,12/10/2013,routine
3059,89,03/10/2016,routine
3059,90,09/08/2014,routine
3061,92,07/09/2015,routine
3061,90,11/03/2014,routine
3061,94,04/22/2014,routine
3062,90,11/13/2015,routine
3062,90,04/25/2014,routine
3062,96,11/05/2013,routine
3062,96,05/06/2013,routine
3065,84,02/23/2015,routine
3065,86,06/16/2014,routine
3065,71,11/12/2013,routine
3070,82,06/23/2015,routine
3070,96,03/06/2014,routine
3072,94,04/15/2014,routine
3072,76,07/25/2013,routine
3073,100,05/06/2014,routine
3073,100,09/13/2013,routine
3076,92,06/08/2015,routine
3076,100,04/17/2014,routine
3076,100,10/21/2013,routine
3076,98,04/26/2013,routine
3082,85,03/26/2015,routine
3082,85,03/25/2015,routine
3082,93,10/11/2013,routine
3084,89,07/15/2015,routine
3084,84,02/12/2014,routine
3090,82,06/19/2015,routine
3090,98,03/14/2014,routine
3091,96,06/25/2014,routine
3091,96,01/23/2014,routine
3091,96,05/09/2013,routine
3095,100,06/24/2015,routine
3095,72,03/24/2014,routine
3100,100,09/26/2013,routine
3102,98,06/27/2014,routine
3102,94,11/13/2013,routine
3111,87,02/03/2015,routine
3111,96,01/16/2014,routine
3112,100,09/14/2015,routine
3112,90,07/14/2014,routine
3112,87,08/28/2013,routine
3114,88,04/21/2014,routine
3114,88,07/09/2013,routine
3115,53,06/24/2014,routine
3115,73,01/28/2014,routine
3115,83,10/10/2013,routine
3116,96,10/21/2014,routine
3116,81,01/30/2014,routine
3118,96,09/29/2015,routine
3118,96,09/18/2014,routine
3118,80,03/27/2014,routine
3118,85,08/23/2013,routine
3120,91,03/07/2016,routine
3120,79,07/23/2015,routine
3120,87,05/14/2014,routine
3120,94,01/23/2014,routine
3121,86,03/31/2015,routine
3121,80,02/10/2014,routine
3122,85,01/07/2015,routine
3122,89,06/10/2014,routine
3122,89,10/16/2013,routine
3123,77,08/25/2015,routine
3123,53,05/22/2014,routine
3123,64,09/16/2013,routine
3129,94,12/10/2014,routine
3129,96,09/19/2013,routine
3133,85,04/11/2016,routine
3133,84,01/08/2015,routine
3133,88,02/28/2014,routine
3133,82,06/03/2013,routine
3134,76,09/17/2014,routine
3134,96,02/11/2014,routine
3151,64,01/07/2015,routine
3151,57,05/14/2014,routine
3151,65,06/07/2013,routine
3155,83,04/08/2016,routine
3155,89,08/20/2014,routine
3155,92,02/11/2014,routine
3160,86,03/08/2016,routine
3160,89,08/13/2015,routine
3160,83,02/04/2015,routine
3160,84,06/24/2014,routine
3160,75,11/13/2013,routine
3161,91,05/18/2015,routine
3161,85,03/27/2014,routine
3161,84,08/19/2013,routine
3165,86,09/01/2015,routine
3165,85,05/19/2015,routine
3165,89,08/14/2014,routine
3165,94,02/19/2014,routine
3165,72,05/14/2013,routine
3167,68,04/12/2016,routine
3167,69,06/09/2014,routine
3167,84,12/05/2013,routine
3174,76,11/04/2015,routine
3174,83,10/07/2014,routine
3174,73,02/12/2014,routine
3174,76,05/28/2013,routine
3183,80,11/13/2014,routine
3183,77,02/25/2014,routine
3185,87,04/21/2014,routine
3185,89,07/10/2013,routine
3186,94,04/05/2016,routine
3186,100,08/29/2014,routine
3186,100,03/14/2014,routine
3189,89,05/29/2014,routine
3189,92,05/21/2013,routine
3190,96,06/02/2014,routine
3190,88,01/13/2014,routine
3190,90,06/24/2013,routine
3196,88,11/14/2014,routine
3196,96,04/11/2014,routine
3196,96,06/28/2013,routine
3200,92,07/02/2015,routine
3200,93,07/18/2013,routine
3206,90,04/23/2015,routine
3206,92,12/20/2013,routine
3207,100,03/11/2016,routine
3207,96,01/29/2015,routine
3207,96,11/21/2013,routine
3209,54,02/02/2016,routine
3209,77,06/09/2014,routine
3209,77,04/24/2013,routine
3210,86,07/16/2015,routine
3210,89,09/04/2014,routine
3210,98,02/26/2014,routine
3210,90,07/17/2013,routine
3211,75,02/22/2016,routine
3211,87,10/21/2014,routine
3211,92,04/14/2014,routine
3211,96,10/15/2013,routine
3216,90,07/30/2014,routine
3216,94,03/04/2014,routine
3216,94,07/22/2013,routine
3217,71,07/09/2015,routine
3217,80,06/11/2014,routine
3217,81,11/19/2013,routine
3218,85,10/07/2014,routine
3218,88,03/11/2014,routine
3221,68,09/15/2015,routine
3221,81,03/12/2014,routine
3221,78,06/19/2013,routine
3222,88,03/16/2015,routine
3222,96,01/17/2014,routine
3222,96,07/19/2013,routine
3224,92,06/09/2014,routine
3228,92,03/30/2016,routine
3228,90,11/21/2014,routine
3229,84,09/14/2015,routine
3229,78,03/05/2015,routine
3229,88,08/13/2014,routine
3229,70,02/12/2014,routine
3229,83,06/06/2013,routine
3237,74,04/05/2016,routine
3237,72,01/05/2015,routine
3237,83,04/28/2014,routine
3237,74,10/02/2013,routine
3241,86,03/31/2016,routine
3241,72,12/09/2014,routine
3241,88,05/21/2014,routine
3241,88,12/02/2013,routine
3248,96,02/03/2016,routine
3248,100,05/12/2014,routine
3252,88,03/17/2015,routine
3252,84,02/14/2014,routine
3252,98,08/08/2013,routine
3253,88,04/13/2016,routine
3253,98,01/08/2015,routine
3253,100,06/24/2014,routine
3253,94,12/12/2013,routine
3253,98,06/25/2013,routine
3256,98,09/30/2015,routine
3256,100,03/05/2014,routine
3260,96,03/17/2016,routine
3260,98,05/28/2015,routine
3260,96,11/12/2014,routine
3260,96,05/13/2014,routine
3260,100,11/19/2013,routine
3260,98,06/24/2013,routine
3262,92,08/05/2014,routine
3262,75,01/17/2014,routine
3263,91,01/23/2015,routine
3263,93,07/26/2013,routine
3265,100,02/03/2015,routine
3265,90,06/11/2014,routine
3265,96,10/31/2013,routine
3265,93,05/03/2013,routine
3267,94,07/14/2015,routine
3267,100,12/01/2014,routine
3267,94,06/16/2014,routine
3267,100,11/13/2013,routine
3272,96,10/23/2015,routine
3272,93,05/05/2014,routine
3275,91,06/25/2015,routine
3275,86,11/22/2013,routine
3275,89,05/02/2013,routine
3279,94,02/04/2015,routine
3279,92,02/03/2014,routine
3279,88,09/10/2013,routine
3280,92,05/05/2014,routine
3280,84,07/11/2013,routine
3282,89,06/17/2014,routine
3282,90,08/28/2013,routine
3283,100,06/23/2014,routine
3283,100,09/19/2013,routine
3285,81,03/24/2016,routine
3285,92,12/12/2014,routine
3285,91,04/24/2014,routine
3285,90,11/07/2013,routine
3286,82,12/08/2015,routine
3286,77,11/24/2014,routine
3286,70,04/14/2014,routine
3286,85,10/31/2013,routine
3289,81,03/19/2015,routine
3289,94,07/10/2013,routine
3296,96,02/10/2015,routine
3296,94,05/22/2014,routine
3296,98,11/07/2013,routine
3299,83,04/13/2016,routine
3299,94,02/05/2014,routine
3299,94,08/20/2013,routine
3300,96,03/12/2014,routine
3300,92,07/15/2013,routine
3302,91,03/10/2014,routine
3302,89,09/25/2013,routine
3304,88,04/06/2016,routine
3304,86,04/10/2014,routine
3304,87,11/05/2013,routine
3304,92,05/06/2013,routine
3309,86,01/15/2016,routine
3309,88,01/14/2014,routine
3316,98,11/19/2014,routine
3316,86,03/10/2014,routine
3316,92,08/28/2013,routine
3317,90,06/11/2015,routine
3317,92,08/06/2014,routine
3317,92,12/16/2013,routine
3323,96,03/24/2016,routine
3323,96,01/27/2015,routine
3323,98,01/24/2014,routine
3323,94,05/24/2013,routine
3324,89,03/03/2016,routine
3324,90,10/21/2014,routine
3325,77,03/01/2016,routine
3325,74,09/08/2014,routine
3328,88,11/03/2014,routine
3329,94,12/07/2015,routine
3329,86,05/13/2014,routine
3331,85,12/11/2015,routine
3331,90,06/10/2014,routine
3331,88,10/22/2013,routine
3335,91,03/18/2016,routine
3335,62,02/18/2015,routine
3335,92,08/07/2014,routine
3337,78,10/01/2015,routine
3337,77,01/23/2015,routine
3337,77,12/16/2014,routine
3337,85,01/27/2014,routine
3337,92,05/29/2013,routine
3338,92,01/12/2015,routine
3338,94,05/28/2014,routine
3338,76,06/05/2013,routine
3343,92,06/10/2015,routine
3343,88,08/06/2014,routine
3343,88,01/10/2014,routine
3345,80,01/13/2015,routine
3345,90,12/20/2013,routine
3350,92,03/25/2016,routine
3350,98,12/23/2014,routine
3350,94,10/22/2013,routine
3365,100,01/11/2016,routine
3365,100,10/03/2014,routine
3365,94,02/12/2014,routine
3373,96,02/26/2016,routine
3373,89,01/05/2015,routine
3373,90,10/21/2013,routine
3374,100,03/31/2016,routine
3374,100,02/26/2015,routine
3374,94,04/15/2014,routine
3375,83,03/15/2016,routine
3375,100,02/02/2015,routine
3375,88,01/09/2014,routine
3392,98,08/17/2015,routine
3392,100,08/06/2014,routine
3392,100,02/10/2014,routine
3392,100,07/18/2013,routine
3393,86,01/13/2015,routine
3393,80,01/02/2014,routine
3394,90,04/19/2016,routine
3394,91,04/15/2014,routine
3394,90,06/19/2013,routine
3397,89,06/09/2015,routine
3397,73,03/13/2014,routine
3403,100,03/11/2016,routine
3403,100,01/29/2015,routine
3403,96,11/21/2013,routine
3405,92,01/22/2015,routine
3405,98,06/09/2014,routine
3405,90,06/28/2013,routine
3409,74,04/01/2015,routine
3409,96,11/07/2013,routine
3414,98,04/14/2015,routine
3420,94,08/10/2015,routine
3420,94,09/25/2014,routine
3420,90,03/19/2014,routine
3420,96,08/22/2013,routine
3425,85,06/19/2015,routine
3425,92,12/16/2014,routine
3425,94,05/21/2014,routine
3425,85,12/03/2013,routine
3426,82,12/16/2015,routine
3426,84,03/31/2015,routine
3426,87,03/27/2014,routine
3426,90,07/24/2013,routine
3428,100,04/11/2016,routine
3428,89,11/17/2014,routine
3429,90,05/14/2014,routine
3429,86,10/30/2013,routine
3431,94,02/02/2015,routine
3431,94,05/27/2014,routine
3431,92,08/08/2013,routine
3432,89,07/09/2014,routine
3432,96,08/09/2013,routine
3433,85,06/03/2014,routine
3433,86,11/18/2013,routine
3437,96,10/21/2014,routine
3437,91,02/06/2014,routine
3437,94,06/10/2013,routine
3439,96,04/14/2016,routine
3439,94,08/29/2014,routine
3439,89,01/22/2014,routine
3440,93,06/03/2015,routine
3440,96,04/09/2014,routine
3443,90,09/08/2015,routine
3443,87,06/10/2014,routine
3443,88,10/15/2013,routine
3444,92,09/08/2015,routine
3444,90,05/16/2014,routine
3444,90,08/28/2013,routine
3445,74,08/24/2015,routine
3445,83,06/11/2014,routine
3445,90,10/16/2013,routine
3446,94,08/12/2014,routine
3446,90,11/12/2013,routine
3449,88,02/23/2015,routine
3449,90,12/16/2013,routine
3456,92,05/19/2014,routine
3456,92,09/12/2013,routine
3457,79,11/04/2014,routine
3457,87,04/09/2014,routine
3457,88,10/16/2013,routine
3459,77,01/13/2016,routine
3459,54,04/07/2015,routine
3459,85,05/28/2014,routine
3459,76,11/14/2013,routine
3476,79,12/03/2014,routine
3477,94,10/22/2015,routine
3477,91,05/26/2015,routine
3477,90,01/21/2014,routine
3477,96,07/29/2013,routine
3478,94,10/02/2014,routine
3478,90,01/28/2014,routine
3478,100,05/09/2013,routine
3480,84,05/13/2015,routine
3480,90,06/17/2014,routine
3480,68,11/15/2013,routine
3481,83,01/05/2016,routine
3481,80,07/11/2014,routine
3481,72,02/05/2014,routine
3482,100,04/10/2015,routine
3482,85,05/05/2014,routine
3484,96,06/26/2014,routine
3485,83,08/03/2015,routine
3485,64,03/17/2015,routine
3485,90,06/17/2014,routine
3485,94,02/06/2014,routine
3485,96,06/04/2013,routine
3488,90,06/10/2014,routine
3488,78,10/15/2013,routine
3490,100,04/01/2016,routine
3490,100,12/12/2014,routine
3490,100,08/22/2013,routine
3491,96,03/13/2015,routine
3491,90,05/29/2014,routine
3491,85,07/10/2013,routine
3492,100,01/14/2016,routine
3492,96,06/09/2015,routine
3492,94,05/12/2014,routine
3495,96,09/09/2015,routine
3495,86,09/09/2014,routine
3495,88,09/30/2013,routine
3496,100,06/09/2015,routine
3496,98,05/13/2014,routine
3496,100,05/30/2013,routine
3497,87,02/26/2015,routine
3497,90,12/10/2013,routine
3498,91,03/02/2015,routine
3498,100,04/15/2014,routine
3498,100,05/21/2013,routine
3503,100,10/08/2015,routine
3503,100,09/23/2014,routine
3503,100,12/10/2013,routine
3504,87,12/10/2015,routine
3504,100,10/06/2014,routine
3504,90,12/27/2013,routine
3510,84,05/27/2015,routine
3510,96,03/18/2014,routine
3512,98,03/08/2016,routine
3512,98,10/28/2014,routine
3512,96,11/14/2013,routine
3515,100,02/05/2015,routine
3515,100,07/30/2014,routine
3515,100,11/07/2013,routine
3518,100,05/04/2015,routine
3518,100,08/08/2014,routine
3518,100,01/22/2014,routine
3519,100,05/04/2015,routine
3519,100,08/08/2014,routine
3519,100,01/22/2014,routine
3520,100,06/24/2015,routine
3520,96,04/21/2014,routine
3522,92,04/12/2016,routine
3522,85,01/21/2015,routine
3522,94,04/17/2014,routine
3522,96,08/26/2013,routine
3524,80,08/22/2014,routine
3525,98,04/07/2016,routine
3525,98,01/26/2015,routine
3525,98,02/14/2014,routine
3528,79,06/03/2015,routine
3528,73,06/26/2014,routine
3528,94,12/17/2013,routine
3529,76,01/21/2015,routine
3529,70,04/16/2014,routine
3529,76,10/25/2013,routine
3536,92,05/19/2015,routine
3536,76,02/14/2014,routine
3538,96,01/07/2015,routine
3538,94,03/07/2014,routine
3541,94,02/18/2015,routine
3541,81,12/17/2013,routine
3543,94,01/22/2015,routine
3543,69,04/16/2014,routine
3543,84,08/26/2013,routine
3547,96,01/23/2015,routine
3547,96,06/09/2014,routine
3547,98,12/17/2013,routine
3548,94,07/29/2014,routine
3548,81,01/14/2014,routine
3550,81,04/05/2016,routine
3550,90,08/13/2015,routine
3550,88,06/03/2014,routine
3550,87,09/23/2013,routine
3557,90,03/17/2015,routine
3557,87,02/25/2014,routine
3561,100,11/24/2015,routine
3561,96,10/10/2014,routine
3561,85,02/28/2014,routine
3562,87,10/22/2015,routine
3562,88,10/06/2014,routine
3562,94,06/18/2014,routine
3562,90,12/06/2013,routine
3562,94,04/24/2013,routine
3566,90,04/23/2015,routine
3566,92,03/19/2014,routine
3571,94,08/14/2015,routine
3571,81,06/03/2014,routine
3571,88,09/09/2013,routine
3578,91,03/23/2015,routine
3578,85,04/16/2014,routine
3578,92,09/16/2013,routine
3586,92,10/06/2015,routine
3586,94,08/06/2014,routine
3586,94,02/10/2014,routine
3586,94,07/18/2013,routine
3587,69,09/16/2015,routine
3587,65,09/25/2014,routine
3587,86,03/25/2014,routine
3587,80,07/10/2013,routine
3591,92,09/14/2015,routine
3591,90,03/05/2015,routine
3591,85,10/27/2014,routine
3591,79,06/02/2014,routine
3591,79,01/08/2014,routine
3594,88,03/30/2016,routine
3594,98,11/18/2014,routine
3594,81,01/23/2014,routine
3595,92,11/12/2015,routine
3595,98,09/29/2014,routine
3595,96,04/02/2014,routine
3595,100,01/29/2014,routine
3607,96,07/02/2014,routine
3607,94,01/17/2014,routine
3611,92,08/13/2014,routine
3612,86,01/07/2016,routine
3612,81,02/28/2014,routine
3613,72,06/11/2014,routine
3613,80,12/16/2013,routine
3614,98,06/10/2015,routine
3614,94,04/24/2014,routine
3614,83,11/05/2013,routine
3614,93,05/20/2013,routine
3615,94,01/13/2015,routine
3615,98,03/05/2014,routine
3615,92,07/25/2013,routine
