business_id,date,description
3896,03/28/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/11/2015 ]
3896,03/28/2014,Permit license or inspection report not posted  [ date violation corrected: 3/11/2015 ]
3896,06/12/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/28/2014 ]
3896,06/12/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/28/2014 ]
3898,10/02/2015,Unapproved or unmaintained equipment or utensils
3898,10/02/2015,Wiping cloths not clean or properly stored or inadequate sanitizer
3898,10/02/2015,High risk food holding temperature 
3898,10/02/2015,Foods not protected from contamination
3898,09/20/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/1/2015 ]
3898,09/20/2013,Improper cooling methods  [ date violation corrected: 10/1/2015 ]
3898,09/20/2013,Foods not protected from contamination  [ date violation corrected: 10/1/2015 ]
3898,09/20/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/1/2015 ]
3899,08/31/2015,Moderate risk vermin infestation
3899,01/20/2015,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/31/2015 ]
3899,01/20/2015,Inadequate procedures or records for time as a public health control   [ date violation corrected: 8/31/2015 ]
3899,01/20/2015,Unclean nonfood contact surfaces  [ date violation corrected: 8/31/2015 ]
3899,01/20/2015,Moderate risk vermin infestation  [ date violation corrected: 8/31/2015 ]
3899,03/07/2014,Improper cooling methods  [ date violation corrected: 1/20/2015 ]
3899,03/07/2014,Improper food storage  [ date violation corrected: 1/20/2015 ]
3899,02/14/2014,Foods not protected from contamination  [ date violation corrected: 3/7/2014 ]
3899,02/14/2014,Moderate risk vermin infestation  [ date violation corrected: 1/20/2015 ]
3899,02/14/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/20/2015 ]
3899,02/14/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/7/2014 ]
3899,02/14/2014,Moderate risk food holding temperature   [ date violation corrected: 1/20/2015 ]
3899,02/14/2014,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 1/20/2015 ]
3899,04/25/2013,Moderate risk food holding temperature   [ date violation corrected: 6/4/2013 ]
3899,04/25/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/4/2013 ]
3899,04/25/2013,Moderate risk vermin infestation  [ date violation corrected: 6/4/2013 ]
3902,10/29/2015,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/3/2015 ]
3902,10/29/2015,Unclean nonfood contact surfaces  [ date violation corrected: 11/3/2015 ]
3902,10/29/2015,High risk vermin infestation  [ date violation corrected: 11/3/2015 ]
3902,03/02/2015,Foods not protected from contamination  [ date violation corrected: 10/29/2015 ]
3902,03/02/2015,Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/29/2015 ]
3902,09/05/2014,Foods not protected from contamination  [ date violation corrected: 3/2/2015 ]
3902,01/23/2014,Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/5/2014 ]
3902,01/23/2014,Moderate risk food holding temperature   [ date violation corrected: 9/5/2014 ]
3910,03/18/2014,Unclean or degraded floors walls or ceilings
3910,03/18/2014,Improper or defective plumbing
3910,03/18/2014,Unapproved or unmaintained equipment or utensils
3910,03/18/2014,Improper food storage
3910,08/08/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/4/2013 ]
3910,08/08/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/4/2013 ]
3910,08/08/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/4/2013 ]
3910,08/08/2013,Moderate risk food holding temperature   [ date violation corrected: 9/4/2013 ]
3911,01/04/2016,Unclean nonfood contact surfaces
3911,01/04/2016,Unapproved or unmaintained equipment or utensils
3911,01/04/2016,Unclean or degraded floors walls or ceilings
3911,03/03/2015,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/28/2015 ]
3911,03/03/2015,Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 12/28/2015 ]
3911,08/11/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/3/2015 ]
3911,08/11/2014,Unclean nonfood contact surfaces  [ date violation corrected: 3/3/2015 ]
3911,01/30/2014,Improper or defective plumbing  [ date violation corrected: 8/4/2014 ]
3911,05/08/2013,Inadequate ventilation or lighting  [ date violation corrected: 1/30/2014 ]
3911,05/08/2013,Inadequate sewage or wastewater disposal  [ date violation corrected: 1/30/2014 ]
3920,11/07/2014,Permit license or inspection report not posted
3920,11/07/2014,Inadequate ventilation or lighting
3920,11/07/2014,Improper storage of equipment utensils or linens
3920,04/02/2014,Improper or defective plumbing  [ date violation corrected: 11/7/2014 ]
3920,04/02/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/7/2014 ]
3920,10/15/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/2/2014 ]
3920,10/15/2013,Permit license or inspection report not posted  [ date violation corrected: 4/2/2014 ]
3920,10/15/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/2/2014 ]
3924,03/30/2016,High risk food holding temperature   [ date violation corrected: 3/30/2016 ]
3924,03/30/2016,Permit license or inspection report not posted  [ date violation corrected: 3/30/2016 ]
3924,03/30/2016,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/1/2016 ]
3924,08/26/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/30/2016 ]
3924,03/04/2014,Moderate risk food holding temperature   [ date violation corrected: 8/26/2014 ]
3924,03/04/2014,Permit license or inspection report not posted  [ date violation corrected: 8/26/2014 ]
3924,03/04/2014,Foods not protected from contamination  [ date violation corrected: 8/26/2014 ]
3926,03/04/2016,Improper food storage
3926,03/04/2016,Unapproved or unmaintained equipment or utensils
3926,03/04/2016,Improper storage of equipment utensils or linens
3926,03/04/2016,Unclean or degraded floors walls or ceilings
3926,03/12/2014,Permit license or inspection report not posted  [ date violation corrected: 5/6/2014 ]
3926,03/12/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/6/2014 ]
3926,03/12/2014,Improper food storage  [ date violation corrected: 5/6/2014 ]
3929,09/03/2014,Improper cooling methods  [ date violation corrected: 9/3/2014 ]
3929,09/03/2014,Moderate risk vermin infestation
3935,03/13/2015,Wiping cloths not clean or properly stored or inadequate sanitizer
3935,03/13/2015,Unclean nonfood contact surfaces
3935,01/09/2014,Low risk vermin infestation  [ date violation corrected: 1/16/2014 ]
3935,01/09/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/13/2015 ]
3935,01/09/2014,Inadequate ventilation or lighting  [ date violation corrected: 3/13/2015 ]
3936,04/05/2016,Moderate risk food holding temperature 
3936,04/05/2016,Unclean or degraded floors walls or ceilings
3936,10/17/2014,Moderate risk vermin infestation  [ date violation corrected: 4/5/2016 ]
3936,10/17/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/5/2016 ]
3936,04/29/2014,Unclean nonfood contact surfaces  [ date violation corrected: 5/16/2014 ]
3936,04/29/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/16/2014 ]
3936,04/29/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/16/2014 ]
3936,04/29/2014,Moderate risk food holding temperature   [ date violation corrected: 5/16/2014 ]
3936,12/06/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/29/2014 ]
3936,12/06/2013,Improper storage of equipment utensils or linens  [ date violation corrected: 4/29/2014 ]
3936,12/06/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/29/2014 ]
3936,12/06/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/29/2014 ]
3936,09/12/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/12/2013 ]
3936,09/12/2013,Improper food storage  [ date violation corrected: 9/12/2013 ]
3936,09/12/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/12/2013 ]
3936,04/24/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/12/2013 ]
3936,04/24/2013,Inadequate sewage or wastewater disposal  [ date violation corrected: 9/12/2013 ]
3936,04/24/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/12/2013 ]
3942,10/26/2015,Moderate risk food holding temperature 
3942,10/26/2015,Insufficient hot water or running water
3942,10/26/2015,Inadequate sewage or wastewater disposal
3942,09/23/2014,Foods not protected from contamination  [ date violation corrected: 9/23/2014 ]
3942,09/23/2014,Moderate risk food holding temperature   [ date violation corrected: 9/23/2014 ]
3942,01/27/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/23/2014 ]
3942,01/27/2014,Food in poor condition  [ date violation corrected: 1/27/2014 ]
3942,07/24/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/31/2013 ]
3942,07/24/2013,Moderate risk food holding temperature   [ date violation corrected: 7/31/2013 ]
3942,07/24/2013,Food in poor condition  [ date violation corrected: 7/31/2013 ]
3942,07/24/2013,Moderate risk vermin infestation  [ date violation corrected: 7/31/2013 ]
3942,07/24/2013,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/31/2013 ]
3948,03/28/2016,Wiping cloths not clean or properly stored or inadequate sanitizer
3948,03/28/2016,Improper storage of equipment utensils or linens
3948,03/28/2016,Unclean or degraded floors walls or ceilings
3948,03/28/2016,Foods not protected from contamination  [ date violation corrected: 3/28/2016 ]
3948,09/22/2014,High risk vermin infestation  [ date violation corrected: 9/24/2014 ]
3948,08/13/2014,Unclean nonfood contact surfaces  [ date violation corrected: 9/24/2014 ]
3948,08/13/2014,Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/23/2014 ]
3948,08/13/2014,Permit license or inspection report not posted  [ date violation corrected: 9/22/2014 ]
3948,08/13/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/22/2014 ]
3948,08/13/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/22/2014 ]
3948,08/13/2014,High risk food holding temperature   [ date violation corrected: 9/23/2014 ]
3948,01/27/2014,Moderate risk food holding temperature   [ date violation corrected: 8/13/2014 ]
3948,01/27/2014,Low risk vermin infestation  [ date violation corrected: 8/13/2014 ]
3948,01/27/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/13/2014 ]
3948,01/27/2014,Unclean nonfood contact surfaces  [ date violation corrected: 8/13/2014 ]
3948,01/27/2014,Improper cooling methods  [ date violation corrected: 8/13/2014 ]
3948,06/19/2013,Unclean hands or improper use of gloves  [ date violation corrected: 1/27/2014 ]
3948,06/19/2013,Improper cooling methods  [ date violation corrected: 1/27/2014 ]
3948,05/29/2013,Unclean nonfood contact surfaces  [ date violation corrected: 1/27/2014 ]
3948,05/29/2013,Unclean hands or improper use of gloves  [ date violation corrected: 5/29/2013 ]
3948,05/29/2013,High risk food holding temperature   [ date violation corrected: 6/19/2013 ]
3948,05/29/2013,Contaminated or adulterated food  [ date violation corrected: 5/29/2013 ]
3948,05/29/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/29/2013 ]
3948,05/29/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/19/2013 ]
3951,01/20/2016,Foods not protected from contamination  [ date violation corrected: 1/29/2016 ]
3951,01/20/2016,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/29/2016 ]
3951,01/20/2016,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/29/2016 ]
3951,01/20/2016,Food safety certificate or food handler card not available  [ date violation corrected: 1/29/2016 ]
3951,01/20/2016,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/29/2016 ]
3951,01/20/2016,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/29/2016 ]
3951,01/08/2015,Moderate risk food holding temperature   [ date violation corrected: 1/27/2015 ]
3951,01/08/2015,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/27/2015 ]
3951,01/08/2015,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/27/2015 ]
3951,01/08/2015,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/27/2015 ]
3951,01/08/2015,Unclean nonfood contact surfaces  [ date violation corrected: 1/27/2015 ]
3951,06/23/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/31/2014 ]
3951,06/23/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/31/2014 ]
3951,06/23/2014,Unclean nonfood contact surfaces  [ date violation corrected: 7/31/2014 ]
3951,06/23/2014,Moderate risk food holding temperature   [ date violation corrected: 7/31/2014 ]
3951,06/23/2014,Unclean hands or improper use of gloves  [ date violation corrected: 7/31/2014 ]
3951,02/13/2014,Improper thawing methods   [ date violation corrected: 4/16/2014 ]
3951,02/13/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/16/2014 ]
3951,02/13/2014,Improper food storage  [ date violation corrected: 4/16/2014 ]
3951,02/13/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/16/2014 ]
3951,05/28/2013,Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/13/2014 ]
3951,05/28/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/13/2014 ]
3951,05/28/2013,Moderate risk food holding temperature   [ date violation corrected: 2/13/2014 ]
3951,05/28/2013,Moderate risk vermin infestation  [ date violation corrected: 2/13/2014 ]
3951,05/28/2013,Unclean nonfood contact surfaces  [ date violation corrected: 2/13/2014 ]
3953,04/01/2015,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/9/2015 ]
3953,04/01/2015,High risk vermin infestation  [ date violation corrected: 4/9/2015 ]
3953,04/01/2015,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/9/2015 ]
3953,04/01/2015,Foods not protected from contamination  [ date violation corrected: 4/9/2015 ]
3953,04/01/2015,Improper food storage  [ date violation corrected: 4/9/2015 ]
3953,07/08/2014,Food safety certificate or food handler card not available  [ date violation corrected: 4/1/2015 ]
3953,07/08/2014,Permit license or inspection report not posted  [ date violation corrected: 4/1/2015 ]
3953,07/08/2014,High risk food holding temperature   [ date violation corrected: 4/1/2015 ]
3953,07/08/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/1/2015 ]
3953,07/08/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/1/2015 ]
3953,02/13/2014,High risk food holding temperature   [ date violation corrected: 2/25/2014 ]
3953,02/13/2014,Inadequate warewashing facilities or equipment  [ date violation corrected: 2/25/2014 ]
3953,02/13/2014,Unclean nonfood contact surfaces  [ date violation corrected: 2/25/2014 ]
3953,02/13/2014,Improper or defective plumbing  [ date violation corrected: 7/8/2014 ]
3953,02/13/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/8/2014 ]
3953,02/13/2014,Permit license or inspection report not posted  [ date violation corrected: 7/8/2014 ]
3953,02/13/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/25/2014 ]
3953,02/13/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/25/2014 ]
3955,04/07/2014,Unclean or degraded floors walls or ceilings
3955,04/07/2014,Permit license or inspection report not posted
3955,04/07/2014,Improper storage of equipment utensils or linens
3955,04/07/2014,Inadequate and inaccessible handwashing facilities
3955,05/23/2013,Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/7/2014 ]
3955,05/23/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/7/2014 ]
3962,04/29/2014,Moderate risk food holding temperature 
3962,04/29/2014,Unclean or degraded floors walls or ceilings
3962,06/26/2013,Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/23/2013 ]
3962,06/26/2013,Moderate risk food holding temperature   [ date violation corrected: 7/23/2013 ]
3962,06/26/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/23/2013 ]
3963,04/23/2014,Foods not protected from contamination
3963,04/23/2014,No thermometers or uncalibrated thermometers 
3963,04/23/2014,Improper storage of equipment utensils or linens
3963,04/23/2014,Unauthorized or unsafe use of time as a public health control measure
3963,04/23/2014,High risk food holding temperature 
3963,04/23/2014,Unclean or degraded floors walls or ceilings
3963,04/23/2014,Unapproved or unmaintained equipment or utensils
3963,04/23/2014,Improper food storage
3963,07/19/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/23/2014 ]
3963,07/19/2013,High risk food holding temperature   [ date violation corrected: 4/23/2014 ]
3972,11/14/2014,Inadequate warewashing facilities or equipment
3982,12/15/2014,Foods not protected from contamination
3982,12/15/2014,Unclean nonfood contact surfaces
3982,12/15/2014,Unclean or degraded floors walls or ceilings
3982,03/18/2014,Unclean nonfood contact surfaces  [ date violation corrected: 4/9/2014 ]
3982,03/18/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/9/2014 ]
3982,03/18/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/9/2014 ]
3982,03/18/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/9/2014 ]
3982,08/27/2013,Improper food storage  [ date violation corrected: 10/11/2013 ]
3982,08/27/2013,Inadequate warewashing facilities or equipment  [ date violation corrected: 10/16/2013 ]
3982,08/27/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/16/2013 ]
3982,08/27/2013,Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/16/2013 ]
3982,08/27/2013,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 10/11/2013 ]
3982,08/27/2013,Worker safety hazards  [ date violation corrected: 10/11/2013 ]
4025,11/03/2015,Unapproved or unmaintained equipment or utensils
4025,11/03/2015,Moderate risk vermin infestation
4025,11/03/2015,Inadequate and inaccessible handwashing facilities
4025,11/03/2015,Unapproved food source  [ date violation corrected: 11/3/2015 ]
4025,11/03/2015,Inadequate warewashing facilities or equipment  [ date violation corrected: 11/3/2015 ]
4025,10/28/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/29/2013 ]
4025,10/28/2013,Improper storage of equipment utensils or linens  [ date violation corrected: 10/29/2013 ]
4025,10/28/2013,Improper storage use or identification of toxic substances  [ date violation corrected: 10/29/2013 ]
4025,10/28/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/29/2013 ]
4025,10/28/2013,High risk vermin infestation  [ date violation corrected: 10/29/2013 ]
4037,07/07/2015,Unapproved or unmaintained equipment or utensils
4037,07/07/2015,Unclean nonfood contact surfaces
4037,07/07/2015,Improper food storage
4037,07/07/2015,Inadequately cleaned or sanitized food contact surfaces
4037,07/07/2015,Inadequate and inaccessible handwashing facilities
4037,04/10/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/7/2015 ]
4037,04/10/2014,Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/7/2015 ]
4037,09/17/2013,Contaminated or adulterated food  [ date violation corrected: 4/7/2014 ]
4037,09/17/2013,Permit license or inspection report not posted  [ date violation corrected: 4/7/2014 ]
4056,01/27/2014,Unclean nonfood contact surfaces  [ date violation corrected: 3/5/2014 ]
4057,06/30/2014,Other moderate risk violation
4057,06/30/2014,Unclean or unsanitary food contact surfaces
4057,05/09/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/20/2014 ]
4068,09/15/2014,Inadequate and inaccessible handwashing facilities
4068,05/29/2013,Food in poor condition  [ date violation corrected: 9/15/2014 ]
4068,05/29/2013,Permit license or inspection report not posted  [ date violation corrected: 9/15/2014 ]
4071,10/21/2014,Moderate risk vermin infestation  [ date violation corrected: 11/17/2014 ]
4071,10/21/2014,Improper or defective plumbing  [ date violation corrected: 11/17/2014 ]
4071,10/21/2014,Unclean nonfood contact surfaces  [ date violation corrected: 11/17/2014 ]
4071,10/21/2014,Improper food storage  [ date violation corrected: 11/17/2014 ]
4071,10/21/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/17/2014 ]
4071,10/21/2014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/17/2014 ]
4071,10/21/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/17/2014 ]
4071,10/21/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/17/2014 ]
4071,09/18/2013,Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/2/2013 ]
4071,09/18/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/2/2013 ]
4071,09/18/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/2/2013 ]
4071,09/18/2013,Permit license or inspection report not posted  [ date violation corrected: 10/2/2013 ]
4072,09/15/2014,Unapproved or unmaintained equipment or utensils
4072,05/29/2013,Moderate risk food holding temperature   [ date violation corrected: 6/5/2013 ]
4072,05/29/2013,Permit license or inspection report not posted  [ date violation corrected: 6/5/2013 ]
4072,05/29/2013,Contaminated or adulterated food  [ date violation corrected: 6/5/2013 ]
4078,08/20/2013,Improper storage use or identification of toxic substances  [ date violation corrected: 3/14/2014 ]
4085,02/10/2016,Unclean or degraded floors walls or ceilings
4085,07/22/2015,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/10/2016 ]
4085,01/07/2015,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/22/2015 ]
4085,06/17/2014,Improper food labeling or menu misrepresentation  [ date violation corrected: 1/7/2015 ]
4085,06/17/2014,Low risk vermin infestation  [ date violation corrected: 1/7/2015 ]
4085,02/05/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/5/2014 ]
4127,02/20/2015,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/20/2015 ]
4127,06/20/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/25/2014 ]
4127,06/20/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/25/2014 ]
4127,06/20/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/25/2014 ]
4127,06/20/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/25/2014 ]
4127,06/20/2014,High risk vermin infestation  [ date violation corrected: 6/25/2014 ]
4127,06/20/2014,Permit license or inspection report not posted  [ date violation corrected: 6/25/2014 ]
4127,12/12/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/20/2014 ]
4140,04/08/2015,Unclean nonfood contact surfaces  [ date violation corrected: 4/17/2015 ]
4140,04/08/2015,Unclean or degraded floors walls or ceilings
4140,04/08/2015,Inadequate and inaccessible handwashing facilities
4140,04/08/2015,Inadequately cleaned or sanitized food contact surfaces
4140,06/05/2014,Unclean nonfood contact surfaces  [ date violation corrected: 4/8/2015 ]
4140,06/05/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/8/2015 ]
4140,06/12/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/3/2014 ]
4140,06/12/2013,Improper food storage  [ date violation corrected: 6/3/2014 ]
4140,06/12/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/3/2014 ]
4145,01/16/2015,Inadequately cleaned or sanitized food contact surfaces
4145,01/16/2015,Wiping cloths not clean or properly stored or inadequate sanitizer
4145,01/16/2015,Food safety certificate or food handler card not available
4145,01/16/2015,Unapproved or unmaintained equipment or utensils
4145,01/29/2014,Moderate risk food holding temperature   [ date violation corrected: 1/16/2015 ]
4145,01/29/2014,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/16/2015 ]
4145,01/29/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/16/2015 ]
4145,04/24/2013,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/24/2013 ]
4145,04/24/2013,Improper food storage  [ date violation corrected: 4/24/2013 ]
4152,03/13/2014,Unclean or degraded floors walls or ceilings
4158,03/26/2014,Permit license or inspection report not posted
4158,03/26/2014,Foods not protected from contamination  [ date violation corrected: 3/26/2014 ]
4158,03/26/2014,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/26/2014 ]
4158,03/26/2014,High risk food holding temperature 
4158,03/26/2014,Unclean or degraded floors walls or ceilings
4158,08/09/2013,Moderate risk food holding temperature   [ date violation corrected: 3/26/2014 ]
4158,08/09/2013,Unclean nonfood contact surfaces  [ date violation corrected: 3/26/2014 ]
4158,08/09/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/26/2014 ]
4158,08/09/2013,Low risk vermin infestation  [ date violation corrected: 3/26/2014 ]
4158,08/09/2013,Foods not protected from contamination  [ date violation corrected: 8/9/2013 ]
4171,03/12/2014,Insufficient hot water or running water  [ date violation corrected: 4/27/2015 ]
4184,06/05/2014,Unapproved or unmaintained equipment or utensils
4184,06/05/2014,Improper or defective plumbing  [ date violation corrected: 7/9/2014 ]
4184,06/05/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/9/2014 ]
4184,11/14/2013,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/5/2014 ]
4209,03/30/2016,Unapproved or unmaintained equipment or utensils
4209,02/09/2015,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/10/2015 ]
4209,03/11/2014,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/9/2015 ]
4209,08/29/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/11/2014 ]
4209,08/29/2013,Moderate risk vermin infestation  [ date violation corrected: 3/11/2014 ]
4209,04/25/2013,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/25/2013 ]
4209,04/25/2013,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/25/2013 ]
4209,04/25/2013,Moderate risk vermin infestation  [ date violation corrected: 4/25/2013 ]
4209,04/25/2013,Unclean nonfood contact surfaces  [ date violation corrected: 4/25/2013 ]
4231,03/12/2014,Unclean nonfood contact surfaces
4249,03/04/2016,Inadequate warewashing facilities or equipment
4249,03/04/2016,Improper storage of equipment utensils or linens
4249,03/04/2016,Moderate risk food holding temperature 
4249,06/03/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/4/2016 ]
4249,06/03/2014,Moderate risk food holding temperature   [ date violation corrected: 3/4/2016 ]
4249,06/03/2014,Unclean nonfood contact surfaces  [ date violation corrected: 3/4/2016 ]
4249,03/05/2014,No thermometers or uncalibrated thermometers   [ date violation corrected: 6/3/2014 ]
4249,03/05/2014,Food safety certificate or food handler card not available  [ date violation corrected: 6/3/2014 ]
4249,03/05/2014,Unauthorized or unsafe use of time as a public health control measure  [ date violation corrected: 6/3/2014 ]
4257,04/13/2015,Unclean nonfood contact surfaces  [ date violation corrected: 4/24/2015 ]
4257,04/13/2015,Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/24/2015 ]
4257,04/13/2015,Moderate risk vermin infestation  [ date violation corrected: 4/24/2015 ]
4257,01/06/2014,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 4/13/2015 ]
4257,01/06/2014,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/13/2015 ]
4257,01/06/2014,Food safety certificate or food handler card not available  [ date violation corrected: 4/13/2015 ]
4257,01/06/2014,Other high risk violation  [ date violation corrected: 4/13/2015 ]
4323,05/19/2015,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/30/2015 ]
4323,05/19/2015,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/30/2015 ]
4323,05/19/2015,Food safety certificate or food handler card not available
4323,05/19/2015,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/30/2015 ]
4323,05/19/2015,Unclean nonfood contact surfaces  [ date violation corrected: 6/30/2015 ]
